id,country,iso,admin_level_name,pcode,region,category,measure,targeted_pop_group,comments,non_compliance,date_implemented,source,source_type,link,entry_date,alternative_source
1344,Eswatini,SWZ,,,Africa,Social distancing,Limit public gatherings,f,"All public and private gatherings of 50 or more people are suspended until further notice. These include conferences, funerals, weddings, entertainment, sporting activities, etc.",,2020-03-17,Government,Government,http://www.gov.sz/index.php/latest-news/204-latest-news/2405-latest-press-statement,2020-03-21,
1345,Eswatini,SWZ,,,Africa,Social distancing,Limit public gatherings,f,Visits to hospitals are restricted.,,2020-03-18,IOL,Media,https://www.iol.co.za/news/africa/eswatini-suspends-prison-visits-restricts-hospital-visits-as-covid-19-fears-mount-45117235,2020-03-21,http://www.gov.sz/index.php/latest-news/204-latest-news/2405-latest-press-statement
2692,Eswatini,SWZ,,,Africa,Lockdown,Partial lockdown,f,Partial lockdown to be enforced for 20 days.,,2020-03-27,Eswatini Government,Social media,https://twitter.com/EswatiniGovern1/status/1243203567550377986/photo/1,2020-03-27,
2693,Eswatini,SWZ,,,Africa,Movement restrictions,Border closure,f,"Eswatini to close all borders to all but cargo, returning citizens, and legal residents effective immediately.",,2020-03-26,Garda,Media,https://www.garda.com/crisis24/news-alerts/326956/eswatini-partial-lockdown-comes-into-effect-march-27-update-1,2020-03-27,
2694,Eswatini,SWZ,,,Africa,Public health measures,Introduction of quarantine policies,t,All returning residents will be subject to a mandatory 14-day quarantine in a designated location.,,2020-03-26,Garda,Media,https://www.garda.com/crisis24/news-alerts/326956/eswatini-partial-lockdown-comes-into-effect-march-27-update-1,2020-03-27,
2695,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Military deployment,f,The military will be deplyed to enforce the lockdown.,,2020-03-26,Journal du Cameroun,Media,https://www.journalducameroun.com/en/eswatini-army-to-enforce-20-day-lockdown/,2020-03-27,
2696,Eswatini,SWZ,,,Africa,Movement restrictions,Domestic travel restrictions,f,"Domestic travel restrictions will be in place for 20 days, banning non-essential travel between towns, cities, and regions of the country except for food transportation and medical reasons.",,2020-03-27,Garda,Media,https://www.garda.com/crisis24/news-alerts/326956/eswatini-partial-lockdown-comes-into-effect-march-27-update-1,2020-03-27,
2697,Eswatini,SWZ,,,Africa,Social distancing,Limit public gatherings,f,Public transportation will only operate for essential movement.,,,Garda,Media,https://www.garda.com/crisis24/news-alerts/326956/eswatini-partial-lockdown-comes-into-effect-march-27-update-1,2020-03-27,
2698,Eswatini,SWZ,,,Africa,Social distancing,Limit public gatherings,f,"Only 20 people will be allowed in restaurants or banks, and gatherings of more than 20 people are prohibited.",,,Garda,Media,https://www.garda.com/crisis24/news-alerts/326956/eswatini-partial-lockdown-comes-into-effect-march-27-update-1,2020-03-27,
2699,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,State of emergency declared,f,,,2020-03-17,Government,Government,http://www.gov.sz/index.php/latest-news/204-latest-news/2405-latest-press-statement,2020-03-27,
3334,Eswatini,SWZ,,,Africa,Social distancing,Limit public gatherings,f,Public transport will onlt operate between 05:00-09:00 and 15:00-19:00 for the duration of the lockdown.,,2020-03-29,Eswatini Government,Social media,https://twitter.com/EswatiniGovern1/status/1244314039984877569,2020-03-31,
3335,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Economic measures,f,Government sets the price of handsanitizers to a proce not exceeding E150 per litre.,Fines,2020-03-28,Eswatini Government,Social media,https://twitter.com/EswatiniGovern1/status/1243947941875851264/photo/1,2020-03-31,
3347,Eswatini,SWZ,,,Africa,Movement restrictions,Surveillance and monitoring,f,"Any person who intentionally exposes another person to COVID-19 may be prosecuted for an offence, including assault, attempted murder or murder.",Other (add in comments),2020-03-27,Eswatini Government Gazette Extroardinary,Government,http://www.gov.sz/images/CORONA/The-Coronavirus-COVID-19-Regulations-2020.pdf,2020-01-04,
3348,Eswatini,SWZ,,,Africa,Movement restrictions,Surveillance and monitoring,f,It is an offence to spread rumours or unauthentic information of covid-19. Such doing may result in a large fine of up to 5 years imprisonment.,Arrest/Detention,2020-03-27,Eswatini Government,Social media,https://twitter.com/EswatiniGovern1/status/1243565945785929732,2020-01-04,
3934,Eswatini,SWZ,,,Africa,Social distancing,Limit public gatherings,t,All public transport vehicles will be expected to carry no more than 70% of their full capacity while private vehicles will be required to carry no more than 60%.,,2020-04-04,Eswatini Government,Social media,https://twitter.com/EswatiniGovern1/status/1246085195771645952,2020-04-06,
3935,Eswatini,SWZ,,,Africa,Social distancing,Public services closure,f,"all non-essential Government services will be shut down with effect from Monday, 6 April 2020.",,2020-04-06,Eswatini Government,Social media,https://twitter.com/eswatinigovern1?lang=en,2020-04-06,
3936,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Economic measures,f,Government has reduced the price of fuel with effect from midnight 2 April 2020.,,2020-04-02,Eswatini Government,Government,http://www.gov.sz/index.php/latest-news/204-latest-news/2430-partial-lockdown-update-covid-19-01-april,2020-04-06,
3937,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Economic measures,f,The increase in the price of electricity has been suspended for two months.,,2020-04-01,Eswatini Government,Government,http://www.gov.sz/index.php/latest-news/204-latest-news/2430-partial-lockdown-update-covid-19-01-april,2020-04-06,
3938,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Economic measures,f,The renewal of motor vehicles registration has been extended without attracting penalties to the 29th May.,,2020-04-01,Eswatini Government,Government,http://www.gov.sz/index.php/latest-news/204-latest-news/2430-partial-lockdown-update-covid-19-01-april,2020-04-06,
3939,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Economic measures,t,Taxpayers projecting losses are expected to file loss provisional returns and no payment will be required.,,2020-04-01,Eswatini Government,Government,http://www.gov.sz/index.php/latest-news/204-latest-news/2430-partial-lockdown-update-covid-19-01-april,2020-04-06,
3940,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Economic measures,t,Government is engaging the transport sector with a view to assist with a small subsidy to ensure the industry to continue transporting workers in essential services and citizens embarking on essential travel.,,2020-04-01,Eswatini Government,Government,http://www.gov.sz/index.php/latest-news/204-latest-news/2430-partial-lockdown-update-covid-19-01-april,2020-04-06,
3941,Eswatini,SWZ,,,Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,t,Foreigners who are in this country whose days have elapsed will have their days extended after the expiry of the lockdown without a penalty.,,2020-03-31,Eswatini Government,Social media,https://twitter.com/eswatinigovern1?lang=en,2020-04-06,
3942,Eswatini,SWZ,,,Africa,Social distancing,Limit public gatherings,t,All elderly grants will be paid electronically with immediate effect.,,2020-04-01,Eswatini Government,Social media,https://twitter.com/EswatiniGovern1/status/1245355579448725509,2020-04-06,
250,Ethiopia,ETH,Addis Ababa,,Africa,Public health measures,Health screenings in airports and border crossings,f,Ethiopia begins screening at an Addis Ababa airport to curb the import of coronavirus.,Not applicable,2020-03-24,AA,Media,https://www.aa.com.tr/en/africa/ethiopia-begins-airport-screening-against-china-virus/1712852,2020-03-15,
251,Ethiopia,ETH,,,Africa,Public health measures,Introduction of quarantine policies,t,14 day quarantine for those have been in Hubei province in the last 14 days.,Not applicable,2020-02-22,US Embassy,Government,https://et.usembassy.gov/covid-19-information/,2020-03-15,
254,Ethiopia,ETH,,,Africa,Public health measures,Awareness campaigns,f,Sanitation and hygiene recommendations,Not applicable,2020-03-13,Ezega,Media,https://www.ezega.com/News/NewsDetails/7819/Ethiopia-Reports-Its-First-Case-of-Coronavirus,2020-03-15,
747,Ethiopia,ETH,,,Africa,Social distancing,Schools closure,f,Schools at all levels will be closed except higher education instituions,,2020-03-16,Africa News,Media,https://www.africanews.com/2020/03/16/ethiopia-s-coronavirus-rules-crowd-ban-free-transport-regulate-essentials-etc/,2020-03-16,
748,Ethiopia,ETH,,,Africa,Social distancing,Limit public gatherings,f,"Large gatherings banned, smaller need approval.",,2020-03-16,Africa News,Media,https://www.africanews.com/2020/03/16/ethiopia-s-coronavirus-rules-crowd-ban-free-transport-regulate-essentials-etc/,2020-03-16,
750,Ethiopia,ETH,,,Africa,Governance and socio-economic measures,Economic measures,f,"Budget for masks, soap, and other crucial items",,2020-03-16,Africa News,Media,https://www.africanews.com/2020/03/16/ethiopia-s-coronavirus-rules-crowd-ban-free-transport-regulate-essentials-etc/,2020-03-16,
1297,Ethiopia,ETH,,,Africa,Social distancing,Schools closure,f,Ethiopia closes all educational institutions with the exception of higher learning institutions,,2020-03-16,Garda,Media,https://www.garda.com/crisis24/news-alerts/324151/ethiopia-government-enacts-restrictive-measures-due-to-covid-19-march-16-update-2,2020-03-21,https://www.aa.com.tr/en/africa/covid-19-ethiopia-closes-schools-bans-public-events/1767683
1298,Ethiopia,ETH,,,Africa,Social distancing,Public services closure,f,Courts and some government services have been suspended,,2020-03-16,Garda,Media,https://www.garda.com/crisis24/news-alerts/324151/ethiopia-government-enacts-restrictive-measures-due-to-covid-19-march-16-update-2,2020-03-21,
1299,Ethiopia,ETH,,,Africa,Social distancing,Limit public gatherings,f,"Large gatherings, including sporting events have been banned, while small gatherings now require a clearance from the Health Ministry. Religious institutions and places of worship have been tasked to limit gatherings",,2020-03-16,Garda,Media,https://www.garda.com/crisis24/news-alerts/324151/ethiopia-government-enacts-restrictive-measures-due-to-covid-19-march-16-update-2,2020-03-21,https://www.aa.com.tr/en/africa/covid-19-ethiopia-closes-schools-bans-public-events/1767683
1300,Ethiopia,ETH,,,Africa,Social distancing,Limit public gatherings,f,Government buses will be made available free of charge to help control crowding on public transport.,,2020-03-16,Garda,Media,https://www.garda.com/crisis24/news-alerts/324151/ethiopia-government-enacts-restrictive-measures-due-to-covid-19-march-16-update-2,2020-03-21,https://www.aa.com.tr/en/africa/covid-19-ethiopia-closes-schools-bans-public-events/1767683
1301,Ethiopia,ETH,,,Africa,Social distancing,Limit public gatherings,t,Special buses will be designated to take public servants to work.,,2020-03-16,Garda,Media,https://www.garda.com/crisis24/news-alerts/324151/ethiopia-government-enacts-restrictive-measures-due-to-covid-19-march-16-update-2,2020-03-21,
2719,Ethiopia,ETH,,,Africa,Public health measures,Introduction of quarantine policies,t,"All passengers arriving in Ethiopia will be quarantined for 14 days in designated hotels, at their own cost.",,2020-03-20,Office of the Prime Minister,Social media,https://twitter.com/BerhaneSamson/status/1241040838156746754/photo/1,2020-03-27,
2720,Ethiopia,ETH,,,Africa,Social distancing,Public services closure,f,NIghtclubs and bars to close.,,2020-03-20,Office of the Prime Minister,Social media,https://twitter.com/BerhaneSamson/status/1241040838156746754/photo/1,2020-03-27,
2721,Ethiopia,ETH,,,Africa,Governance and socio-economic measures,Emergency administrative structures activated or established,f,Correctional facilites to expand and make use of other holding spaces to avoid overcrowding.,,2020-03-20,Office of the Prime Minister,Social media,https://twitter.com/BerhaneSamson/status/1241040838156746754/photo/1,2020-03-27,
2722,Ethiopia,ETH,,,Africa,Governance and socio-economic measures,Military deployment,f,"Ethiopia will deploy the army to halt the movement of people along all borders, with the exception of incoming essential goods to the country",,2020-03-22,Africa News,Media,https://www.africanews.com/2020/03/26/ethiopia-s-coronavirus-rules-crowd-ban-free-transport-regulate-essentials-etc/,2020-03-27,
2723,Ethiopia,ETH,Tigray,,Africa,Governance and socio-economic measures,State of emergency declared,f,Tigray regional state announced a region-wide state of emergency,,2020-03-26,Africa News,Media,https://www.africanews.com/2020/03/26/ethiopia-s-coronavirus-rules-crowd-ban-free-transport-regulate-essentials-etc/,2020-03-27,
2724,Ethiopia,ETH,,,Africa,Movement restrictions,Border closure,f,Ethiopia has closed all land borders.,,2020-03-23,Borkena News,Media,https://borkena.com/2020/03/23/ethiopia-closed-its-borders-as-the-number-of-coronavirus-patients-rise/,2020-03-27,
3353,Ethiopia,ETH,,,Africa,Social distancing,Limit public gatherings,f,Ethiopia cancels parliamentary polls.,,2020-03-31,AA,Media,https://www.aa.com.tr/en/africa/covid-19-forces-ethiopia-to-cancel-parliamentary-polls/1787113,2020-01-04,
3473,Ethiopia,ETH,,,Africa,Social distancing,Changes in prison-related policies,t,"Ethiopia’s president has released over 4,000 prisoners in an effort to prevent overcrowding in prisons and contain the spread of the coronavirus.",,2020-03-27,Democracy Now,Media,https://www.democracynow.org/2020/3/27/headlines/ethiopia_to_release_prisoners_over_covid_19_fears_as_south_africa_locks_down,2020-04-01,
3943,Ethiopia,ETH,,,Africa,Public health measures,Introduction of quarantine policies,f,foreigners who arrive in ehtiopia and cannot afford to be quarantined at various hotels will be sent to AST University for 15 days mandatory quarantining.,,2020-03-27,Office of the Prime Minister,Social media,https://twitter.com/PMEthiopia/status/1243495056360845312/photo/1,2020-04-06,
3944,Ethiopia,ETH,,,Africa,Social distancing,Schools closure,f,School closure will be extended 2 weeks.,,2020-03-27,Office of the Prime Minister,Social media,https://twitter.com/PMEthiopia/status/1243495056360845312/photo/1,2020-04-06,
3945,Ethiopia,ETH,,,Africa,Public health measures,Strengthening the public health system,t,Gvmt calls upon newly retired and training doctors to be prepared for national duty if the situation warrants it.,,2020-03-27,Office of the Prime Minister,Social media,https://twitter.com/PMEthiopia/status/1243495056360845312/photo/1,2020-04-06,
3946,Ethiopia,ETH,,,Africa,Public health measures,Strengthening the public health system,f,"over 134 facilities have been idenitified for quarantine, isolation and treatment.",,2020-03-27,Office of the Prime Minister,Social media,https://twitter.com/PMEthiopia/status/1243495056360845312/photo/1,2020-04-06,
3947,Ethiopia,ETH,,,Africa,Governance and socio-economic measures,Economic measures,f,Bank of ethiopia increases the amt of money that can be transfered through mobile banking.,,2020-03-27,Office of the Prime Minister,Social media,https://twitter.com/PMEthiopia/status/1243495056360845312/photo/1,2020-04-06,
3948,Ethiopia,ETH,,,Africa,Governance and socio-economic measures,Economic measures,t,Tax exemptions for import of goods necessary for covid 19 response.,,2020-03-27,Office of the Prime Minister,Social media,https://twitter.com/PMEthiopia/status/1243495056360845312/photo/1,2020-04-06,
3949,Ethiopia,ETH,,,Africa,Governance and socio-economic measures,Economic measures,f,Ministry of trade to expidite vat returns to help comapnies with cash-flows,,2020-03-27,Office of the Prime Minister,Social media,https://twitter.com/PMEthiopia/status/1243495056360845312/photo/1,2020-04-06,
140,Fiji,FJI,,,Pacific,Movement restrictions,Visa restrictions,t,"People who have been in China, Italy, Iran or North Korea in the 14 days before arrival can't enter the country",Refusal to enter the country,2020-03-07,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/iles-fidji/,2020-03-15,
141,Fiji,FJI,,,Pacific,Public health measures,Health screenings in airports and border crossings,f,,Refusal to enter the country,2020-03-07,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/iles-fidji/,2020-03-15,
856,Fiji,FJI,,,Pacific,Public health measures,Introduction of quarantine policies,t,"Fiji’s borders will be closed to all foreign nationals who have been present in mainland China, South Korea, Italy, Iran or Spain within 14 days of their intended travel to Fiji.",,2020-03-18,Dept Immigration,Government,http://www.immigration.gov.fj,2020-03-20,
857,Fiji,FJI,,,Pacific,Public health measures,Health screenings in airports and border crossings,t,"All international air passengers will continue to be checked with handheld temperature scanners prior to entering the country, and their travel history and health status will be screened by border agents.",,2020-03-18,Dept Immigration,Government,http://www.immigration.gov.fj,2020-03-20,
858,Fiji,FJI,,,Pacific,Movement restrictions,Border closure,t,Cruise ships are not permitted to berth anywhere in Fiji.,,2020-03-18,Dept Immigration,Government,http://www.immigration.gov.fj,2020-03-20,
870,Fiji,FJI,,,Pacific,Movement restrictions,International flights suspension,t,"Government ministers, permanent secretaries, civil servants and statutory body staff members are not permitted to travel overseas barring exceptionally critical circumstances.",,2020-03-14,Dept Immigration,Government,http://www.immigration.gov.fj,2020-03-20,
880,Fiji,FJI,Lautoka,,Pacific,Lockdown,Partial lockdown,t,"All schools and non-essential businesses in the greater Lautoka area have been ordered closed, and the government has asked all who live in the area to stay in the area.",,2020-03-19,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding,2020-03-20,
881,Fiji,FJI,,,Pacific,Social distancing,Limit public gatherings,f,"Gatherings of more than 20 people - including meetings and religious services - are now banned, and all nightclubs, gyms, cinemas, swimming pools and fitness centres have also been ordered closed.",,2020-03-19,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding,2020-03-20,
882,Fiji,FJI,,,Pacific,Public health measures,Introduction of quarantine policies,t,"ravel ban extended to people from the United States and Europe, including the UK. All travellers are required to self-isolate for 14 days upon arrival.",,2020-03-19,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding,2020-03-20,
1989,Fiji,FJI,,,Pacific,Public health measures,Strengthening the public health system,f,"8 fever clinics now open. Eight fever clinics are now operating around the country as part of the COVID-19 response plan. Six clinics are now running in Nasinu, Labasa, Savusavu, and Nabouwalu. Two others have been running in Lautoka since last week. Fever clinics are an important part of our response to the virus, as they give Fijians the ability to seek treatment without going to a hospital. They also protect our hospitals from the spread of the virus.",Not applicable,2020-03-22,Fiji MoH,Government,http://www.health.gov.fj/media-release-eight-fever-clinics-now-open-2/,2020-03-24,
1990,Fiji,FJI,,,Pacific,Movement restrictions,Surveillance and monitoring,f,"The Fiji Police Force is now working with a company to install cameras in areas within restricted zones that cannot be visually covered for 24 hours, says Commissioner of Police Brigadier General Sitiveni Qiliho. He said they were working with the Republic of Fiji Military Forces to ensure that the areas which people had used to try to escape from the restricted zones, were covered.",Arrest/Detention,2020-03-24,Fiji Times,Media,https://www.fijitimes.com/covid-19-police-to-install-cameras/,2020-03-24,
1991,Fiji,FJI,,,Pacific,Public health measures,Introduction of quarantine policies,t,Govt instructions issued for people under home based quarantine,Not available,2020-03-21,Fiji MoH,Government,http://www.health.gov.fj/wp-content/uploads/2020/03/Home-Based-Quaratine-Instructionsv3-21032020.pdf,2020-03-24,
1992,Fiji,FJI,,,Pacific,Movement restrictions,International flights suspension,f,Fiji Airways has suspended all international flights due to the coronavirus crisis. The suspensions will be in place until the end of May.,Not applicable,2020-03-24,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412484/covid-19-pacific-nations-on-heightened-alert-flights-suspended,2020-03-24,
1993,Fiji,FJI,,,Pacific,Social distancing,Limit public gatherings,f,"Ban on any gatherings of 20 or more people. Workplaces, banks, supermarkets, open-air markets, pharmacies and other areas where essential services are offered are okay for now, given you keep a safe distance apart.",Not available,2020-03-23,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412484/covid-19-pacific-nations-on-heightened-alert-flights-suspended,2020-03-24,
2813,Fiji,FJI,Lautoka,,Pacific,Lockdown,Partial lockdown,t,Soldiers had been brought in to help police monitor the restricted zone in Lautoka. 12 people appeared in court on Tuesday for illegally entering and leaving the confined area in Lautoka.,Legal action,2020-03-25,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412559/fiji-govt-says-lautoka-still-locked-down-but-not-suva,2020-03-27,
2814,Fiji,FJI,,,Pacific,Movement restrictions,International flights suspension,t,Fiji's Nadi Airport is to close to all passenger travel following the country's fifth case of the Covid-19 being confirmed. The government said three flights bringing Fijian nationals home would be allowed and passengers would be required to quarantine.,Not applicable,2020-03-27,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412658/fiji-s-airport-closes-and-authorities-investigate-covid-19-breaches,2020-03-27,
2815,Fiji,FJI,,,Pacific,Movement restrictions,Domestic travel restrictions,t,"From 12am, 29 March there will be no passenger carriage or movement on inter island ships throughout Fiji till further notice. Only freight cargo services will continue during this time. There is also a restriction of movement for small craft and yacht.",Not available,2020-03-29,Fiji Govt,Government,http://www.health.gov.fj/restrictions-on-inter-island-shipping-movements-to-come-into-effect-at-12am-on-sunday-march-29-2020/,2020-03-27,
2816,Fiji,FJI,,,Pacific,Movement restrictions,Curfews,f,Fiji will be under a nationwide curfew from 10pm to 5am daily from Mar 30 because Fijians were not taking seriously the advice to restrict movement.,Arrest/Detention,2020-03-30,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412756/fiji-to-be-under-nationwide-curfew-from-monday,2020-03-27,http://www.health.gov.fj/media-release-protocol-for-nation-wide-curfew/
2817,Fiji,FJI,,,Pacific,Governance and socio-economic measures,Economic measures,f,the government also announced a $US400 million response Budget to address the coronavirus threat.,Not applicable,2020-03-27,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412772/covid-19-fiji-govt-unveils-us400m-stimulus-package,2020-03-27,
3608,Fiji,FJI,,,Pacific,Movement restrictions,Domestic travel restrictions,t,Fiji Airways will suspend all its domestic flights by 6pm 30 March to protect the outer islands. The airline said it is ready to assist if charter flights are required for the freight of essential supplies to the second largest island Vanua Levu and other remote areas.,Not applicable,2020-03-30,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412909/fiji-airways-says-it-will-suspend-domestic-flights,2020-04-03,
3609,Fiji,FJI,,,Pacific,Public health measures,Introduction of quarantine policies,t,Strict new procedures in place at Fiji ports for cargo and trucks,Not applicable,2020-03-29,Fiji Govt,Government,http://www.health.gov.fj/restrictions-on-inter-island-shipping-movements-to-come-into-effect-at-12am-on-sunday-march-29-2020/,2020-04-03,
3610,Fiji,FJI,Lautoka,,Pacific,Lockdown,Partial lockdown,t,Extension of lockdown in Lautoka to April 7,Arrest/Detention,2020-04-01,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413185/lockdown-of-fiji-s-lautoka-extended-to-tuesday,2020-04-03,
3611,Fiji,FJI,Suva,,Pacific,Lockdown,Partial lockdown,t,"Suva locked down for 2 weeks from April 3. More than 300,000 people will be confined to their homes. The entire urban area within Delainavesi Bridge, Queens Road, Sawani junction, and the Rewa River bridge would be sealed off and manned by police and military checkpoints, with no one allowed in or out. ""If you're in the boundary you're in, if you're out of the boundary you're out,"" said police commission Sitiveni Qiliho. ""I can not make it any clearer, you will not cross.""",Arrest/Detention,2020-04-03,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413281/fiji-confirms-two-new-covid-19-cases-suva-now-in-lockdown,2020-04-03,
3612,Fiji,FJI,Suva,,Pacific,Social distancing,Public services closure,t,Non-essential businesses in Suva closed under 2 week lockdown,Not available,2020-04-03,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413281/fiji-confirms-two-new-covid-19-cases-suva-now-in-lockdown,2020-04-03,
3613,Fiji,FJI,,,Pacific,Movement restrictions,Curfews,f,"Nationwide, the nightime curfew is extended. Previously 10pm to 5am, it will now begin at 8pm.",Arrest/Detention,2020-04-03,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413281/fiji-confirms-two-new-covid-19-cases-suva-now-in-lockdown,2020-04-03,
3614,Fiji,FJI,"Lautoka, Suva",,Pacific,Governance and socio-economic measures,Economic measures,t,"Benefits and funds for those in the Suva and Lautoka lockdown areas will be released from the country's national provident fund, the attorney general, Aiyaz Sayed Khaiyum, said.",Not applicable,2020-04-03,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/413281/fiji-confirms-two-new-covid-19-cases-suva-now-in-lockdown,2020-04-03,
3615,Fiji,FJI,,,Pacific,Public health measures,Awareness campaigns,f,"The public can now call toll-free helpline 158 for all COVID-19 related queries and concerns, replacing the 4 numbers previously in service. The helpline is open 24/7 for the duration of the COVID-19 response. Trained staff will be managing calls at the call centre.",Not applicable,2020-03-31,Fiji MoH,Government,http://www.health.gov.fj/toll-free-helpline-158-for-covid-19-response/,2020-04-03,
3616,Fiji,FJI,,,Pacific,Public health measures,Strengthening the public health system,t,"Creation of 7 community Isolation Facilities (CIFs). The Facilities will be activated when divisional and sub-divisional isolation facilities have reached their capacity. COVID-19 positive individuals who are classified “stable” can be transferred to these community facilities for continuedmonitoring and medical care. The Fijian MoH and Medical Services will provide meals for the patients. There are protocols in place for staff who will provide meals and cleaning services, including physical distancing between patients and staff. No visitors are allowed at these facilities.",Not applicable,2020-04-03,Fiji MoH,Government,http://www.health.gov.fj/wp-content/uploads/2020/03/Advisory31320_Eng_-COVID-19.pdf,2020-04-03,
3617,Fiji,FJI,,,Pacific,Social distancing,Limit public gatherings,f,"Effective April 3, social gatherings will be banned entirely, everywhere in Fiji. Our 20 person limit now applies only to the workplace.",Arrest/Detention,2020-04-03,Fiji Govt,Government,http://www.health.gov.fj/statement-by-the-prime-minister-hon-voreqe-bainimarama-on-new-covid-19-cases-in-fiji/,2020-04-03,
3618,Fiji,FJI,,,Pacific,Social distancing,Limit public gatherings,t,we are decentralising markets into satellite markets to prevent the sort of dangerous overcrowding that spurs the spread of the virus,Not available,2020-04-03,Fiji Govt,Government,http://www.health.gov.fj/statement-by-the-prime-minister-hon-voreqe-bainimarama-on-new-covid-19-cases-in-fiji/,2020-04-03,
3619,Fiji,FJI,,,Pacific,Public health measures,General recommendations,f,"Stop sharing bilos and takis. Stop the touch rugby matches and other close contact with others. Stop shaking hands, touching, and embracing.",Not applicable,2020-04-03,Fiji Govt,Government,http://www.health.gov.fj/statement-by-the-prime-minister-hon-voreqe-bainimarama-on-new-covid-19-cases-in-fiji/,2020-04-03,
3620,Fiji,FJI,,,Pacific,Governance and socio-economic measures,Emergency administrative structures activated or established,f,"Covid-19 budget included an amendment to the Public Health Act - liars and law-breakers can face up to five years in prison, a ten thousand dollar fine, or both.",Other (add in comments),2020-04-01,Fiji MoH,Government,http://www.health.gov.fj/statement-by-the-minister-for-health-and-medical-services-hon-dr-ifireimi-waqainabete/,2020-04-03,
454,Finland,FIN,,,Europe,Movement restrictions,International flights suspension,t,To and from Milan and Rome and strong reduction of other connections.,Not applicable,2020-03-07,Ministry of Foreign Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/FIN,2020-03-16,
459,Finland,FIN,,,Europe,Public health measures,Introduction of quarantine policies,t,Recommended for those who have been abroad. 14 days lenght.,Not applicable,2020-03-16,Ministry of Foreign Affairs - UK,Government,https://www.gov.uk/foreign-travel-advice/finland/health#coronavirus,2020-03-16,
461,Finland,FIN,,,Europe,Social distancing,Limit public gatherings,f,Cancelling public events with more than 500 people until may 31,Not applicable,2020-03-13,Ministry of Health - Finland,Government,https://thl.fi/en/web/infectious-diseases/what-s-new/coronavirus-covid-19-latest-updates,2020-03-16,
1327,Finland,FIN,,,Europe,Governance and socio-economic measures,State of emergency declared,f,Provisionally until April 13th,Not applicable,2020-03-16,Government,Government,https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi,2020-03-21,
1328,Finland,FIN,,,Europe,Social distancing,Schools closure,t,"The premises of schools, educational institutions, universities and universities of applied sciences as well as civic education and other liberal education institutes will be closed down, and contact teaching will be suspended. As an exception, however, pre-primary education organised in schools and contact teaching for grades 1–3 will continue for the children of parents working in sectors critical to the functioning of society",Not applicable,2020-03-18,Government,Government,https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi,2020-03-21,
1329,Finland,FIN,,,Europe,Social distancing,Limit public gatherings,f,"Public gatherings are limited to no more than ten persons, and it is recommend to avoid spending unnecessary time in public places. Per state of emergency declaration",Not available,2020-03-16,Government,Government,https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi,2020-03-21,
1330,Finland,FIN,,,Europe,Social distancing,Public services closure,f,All public non-essential services are closed,Not available,2020-03-16,Government,Government,https://valtioneuvosto.fi/en/article/-/asset_publisher/10616/hallitus-totesi-suomen-olevan-poikkeusoloissa-koronavirustilanteen-vuoksi,2020-03-21,
